,70:b3:17:4e:e3:4d,70:b3:17:4e:e3:4e,70:b3:17:69:ce:e2,70:b3:17:6e:66:42,70:b3:17:6e:68:4d,70:b3:17:6e:68:6d,70:b3:17:6e:68:81,70:b3:17:6e:68:82,70:b3:17:6e:68:8d,70:b3:17:6e:68:8e,70:b3:17:6e:83:c2,70:b3:17:6e:98:4d,70:b3:17:6e:98:ed,70:b3:17:6e:99:e1,70:b3:17:6e:99:ed,70:b3:17:6e:99:ee,70:b3:17:6e:a4:02,70:b3:17:6e:a4:21,70:b3:17:6e:a4:81,70:b3:17:6e:a4:82,70:b3:17:6e:a5:a2,70:b3:17:70:75:e1,70:b3:17:70:77:42,70:b3:17:70:8b:82,70:b3:17:70:8b:8d,70:b3:17:70:97:8d,70:b3:17:70:9a:4d,70:b3:17:70:9a:4e,74:88:bb:4f:20:ad
0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55.5,-100,-100,-100,-100
